Team,Active Players,Age,Pos.,Status,Base Salary,Payroll %,Country
San Diego Padres,Vincent Velasquez,29,SP,Vet,"$570,500",0.03,
San Francisco Giants,Buster Posey,34,C,Vet,"$21,400,000",12.92,
San Francisco Giants,Johnny Cueto,35,SP,Vet,"$21,000,000",12.22,Dominican Republic
San Francisco Giants,Kevin Gausman,30,SP,Vet,"$18,900,000",11.00,
San Francisco Giants,Evan Longoria,35,3B,Vet,"$18,500,000",9.60,
San Francisco Giants,Brandon Crawford,34,SS,Vet,"$15,000,000",8.84,
San Francisco Giants,Kris Bryant,29,3B,Arb 4,"$19,500,000",3.96,
San Francisco Giants,Anthony DeSclafani,31,SP,Vet,"$6,000,000",3.56,
San Francisco Giants,Alex Wood,30,SP,Vet,"$3,000,000",2.91,
San Francisco Giants,Donovan Solano,33,2B,Arb 3,"$3,250,000",1.89,Colombia
San Francisco Giants,Wilmer Flores,29,2B,Vet,"$3,000,000",1.75,Venezuela
San Francisco Giants,Alex Dickerson,31,LF,Arb 3,"$2,100,000",1.22,
San Francisco Giants,Tommy La Stella,32,2B,Vet,"$2,000,000",1.16,
San Francisco Giants,Jake McGee,34,RP,Vet,"$2,000,000",1.16,
San Francisco Giants,Curt Casali,32,C,Arb 3,"$1,500,000",1.16,
San Francisco Giants,Darin Ruf,34,1B,Arb 1,"$1,275,000",0.74,
San Francisco Giants,Austin Slater,28,LF,Arb 1,"$1,150,000",0.67,
San Francisco Giants,Jose Alvarez,32,RP,Vet,"$1,050,000",0.61,Venezuela
San Francisco Giants,Jarlin Garcia,28,RP,Arb 1,"$950,000",0.55,Dominican Republic
San Francisco Giants,Mike Yastrzemski,30,RF,Pre-Arb,"$600,000",0.35,
San Francisco Giants,Tyler Rogers,30,RP,Pre-Arb,"$583,000",0.34,
San Francisco Giants,Logan Webb,24,SP,Pre-Arb,"$583,000",0.33,
San Francisco Giants,Zack Littell,25,RP,Pre-Arb,"$570,500",0.26,
San Francisco Giants,LaMonte Wade,27,CF,Pre-Arb,"$570,500",0.24,
San Francisco Giants,Steven Duggar,27,CF,Pre-Arb,"$570,500",0.24,
San Francisco Giants,Dominic Leone,29,RP,Arb 2,"$570,500",0.22,
San Francisco Giants,Camilo Doval,23,RP/CL,Pre-Arb,"$570,500",0.12,Dominican Republic
San Francisco Giants,Jay Jackson,33,RP,Pre-Arb,"$570,500",0.11,
San Francisco Giants,Kervin Castro,22,P,Pre-Arb,"$570,500",0.05,Venezuela
Seattle Mariners,Kyle Seager,33,3B,Vet,"$18,000,000",22.07,
Seattle Mariners,Yusei Kikuchi,30,SP,Pre-Arb,"$15,000,000",19.68,Japan
Seattle Mariners,Marco Gonzales,29,SP,Arb 1,"$5,000,000",6.26,
Seattle Mariners,Mitch Haniger,30,RF,Arb 2,"$3,010,000",3.59,
Seattle Mariners,J.P. Crawford,26,SS,Arb 1,"$2,050,000",2.45,
Seattle Mariners,Chris Flexen,27,SP,Pre-Arb,"$1,400,000",2.03,
Seattle Mariners,Tyler Anderson,31,SP,Vet,"$2,500,000",1.07,
Seattle Mariners,Tom Murphy,30,C,Arb 1,"$875,000",1.04,
Seattle Mariners,Drew Steckenrider,30,RP,Arb 1,"$800,000",0.95,
Seattle Mariners,Casey Sadler,30,RP,Pre-Arb,"$591,800",0.71,
Seattle Mariners,Dylan Moore,28,2B,Pre-Arb,"$590,400",0.70,
Seattle Mariners,Ty France,26,DH,Pre-Arb,"$587,500",0.70,
Seattle Mariners,Anthony Misiewicz,26,RP,Pre-Arb,"$578,700",0.69,
Seattle Mariners,Andres Munoz,22,RP,Pre-Arb,"$575,000",0.69,Mexico
Seattle Mariners,Jake Fraley,26,OF,Pre-Arb,"$572,100",0.68,
Seattle Mariners,Luis Torrens,25,C,Pre-Arb,"$580,700",0.60,Venezuela
Seattle Mariners,Erik Swanson,27,RP,Pre-Arb,"$570,500",0.58,
Seattle Mariners,Logan Gilbert,24,SP,Pre-Arb,"$570,500",0.52,
Seattle Mariners,Paul Sewald,31,RP/CL,Arb 1,"$570,500",0.52,
Seattle Mariners,Jake Bauers,25,1B,Pre-Arb,"$600,000",0.44,
Seattle Mariners,Jarred Kelenic,21,OF,Pre-Arb,"$570,500",0.38,
Seattle Mariners,Sean Doolittle,34,RP,Vet,"$1,500,000",0.37,
Seattle Mariners,Yohan Ramirez,26,RP,Pre-Arb,"$570,500",0.31,Dominican Republic
Seattle Mariners,Cal Raleigh,24,C,Pre-Arb,"$570,500",0.31,
Seattle Mariners,Abraham Toro-Hernandez,24,3B,Pre-Arb,"$570,500",0.25,
Seattle Mariners,Diego Castillo,27,RP/CL,Pre-Arb,"$582,300",0.24,Dominican Republic
Seattle Mariners,Donnie Walton,27,SS,Pre-Arb,"$570,500",0.16,
Seattle Mariners,Matt Brash,23,P,Pre-Arb,"$570,500",0.02,
St Louis Cardinals,Paul Goldschmidt,33,1B,Vet,"$22,000,000",15.16,
St Louis Cardinals,Nolan Arenado,30,3B,Vet,"$35,000,000",12.00,
St Louis Cardinals,Matt Carpenter,35,3B,Vet,"$18,500,000",10.79,
St Louis Cardinals,Miles Mikolas,32,SP,Arb 2,"$15,750,000",9.77,
St Louis Cardinals,Andrew Miller,36,RP,Vet,"$12,000,000",7.00,
St Louis Cardinals,Yadier Molina,38,C,Vet,"$9,000,000",5.25,
St Louis Cardinals,Adam Wainwright,39,SP,Vet,"$8,000,000",4.67,
St Louis Cardinals,Paul DeJong,27,SS,Arb 1,"$4,000,000",2.43,
St Louis Cardinals,Kwang-hyun Kim,32,SP,Pre-Arb,"$4,000,000",2.33,"Korea, South"
St Louis Cardinals,Jack Flaherty,25,SP,Arb 1,"$3,900,000",2.27,
St Louis Cardinals,J.A. Happ,38,SP,Vet,"$8,000,000",1.63,
St Louis Cardinals,Harrison Bader,27,CF,Arb 1,"$2,000,000",1.17,
St Louis Cardinals,Alexander Reyes,26,RP,Arb 1,"$900,000",0.52,Dominican Republic
St Louis Cardinals,Jon Lester,37,SP,Vet,"$2,000,000",0.41,
St Louis Cardinals,Tommy Edman,26,2B,Pre-Arb,"$596,000",0.35,
St Louis Cardinals,Dakota Hudson,26,SP,Pre-Arb,"$595,700",0.35,
St Louis Cardinals,Tyler O'Neill,26,LF,Pre-Arb,"$594,700",0.35,
St Louis Cardinals,Giovanny Gallegos,29,RP/CL,Pre-Arb,"$594,500",0.35,Mexico
St Louis Cardinals,Genesis Cabrera,24,RP,Pre-Arb,"$580,900",0.34,Dominican Republic
St Louis Cardinals,Andrew Knizner,26,C,Pre-Arb,"$579,200",0.34,
St Louis Cardinals,Dylan Carlson,22,LF,Pre-Arb,"$577,100",0.34,
St Louis Cardinals,Edmundo Sosa,25,SS,Pre-Arb,"$575,900",0.34,Panama
St Louis Cardinals,T.J. McFarland,32,RP,Vet,"$1,000,000",0.25,
St Louis Cardinals,Jose Rondon,27,2B,Pre-Arb,"$570,500",0.23,Venezuela
St Louis Cardinals,Jake Woodford,24,RP,Pre-Arb,"$578,300",0.21,
St Louis Cardinals,Kodi Whitley,26,RP,Pre-Arb,"$570,500",0.20,
St Louis Cardinals,Luis Garcia,34,RP,Vet,"$570,500",0.15,Dominican Republic
St Louis Cardinals,Lars Nootbaar,23,OF,Pre-Arb,"$570,500",0.15,
Tampa Bay Rays,Kevin Kiermaier,31,CF,Vet,"$11,500,000",16.47,
Tampa Bay Rays,Nelson Cruz,40,DH,Vet,"$13,000,000",7.20,Dominican Republic
Tampa Bay Rays,Manuel Margot,26,RF,Arb 2,"$3,400,000",4.80,Dominican Republic
Tampa Bay Rays,Michael Wacha,30,SP,Vet,"$3,000,000",4.24,
Tampa Bay Rays,Brandon Lowe,26,2B,Pre-Arb,"$2,500,000",3.53,
Tampa Bay Rays,Ji-Man Choi,30,1B,Arb 1,"$2,450,000",3.46,"Korea, South"
Tampa Bay Rays,Ryan Yarbrough,29,SP,Pre-Arb,"$2,300,000",3.25,
Tampa Bay Rays,Joe Wendle,31,3B,Arb 1,"$2,250,000",3.18,
Tampa Bay Rays,Mike Zunino,30,C,Vet,"$2,000,000",2.82,
Tampa Bay Rays,Collin McHugh,34,RP,Vet,"$1,800,000",2.54,
Tampa Bay Rays,Andrew Kittredge,31,RP/CL,Pre-Arb,"$750,000",1.06,
Tampa Bay Rays,Matt Wisler,28,RP,Arb 2,"$1,150,000",0.99,
Tampa Bay Rays,Austin Meadows,26,DH,Pre-Arb,"$591,400",0.83,
Tampa Bay Rays,Yandy Diaz,29,3B,Pre-Arb,"$588,900",0.83,Cuba
Tampa Bay Rays,Francisco Mejia,25,C,Pre-Arb,"$586,300",0.83,Dominican Republic
Tampa Bay Rays,Brett Phillips,27,RF,Pre-Arb,"$584,400",0.83,
Tampa Bay Rays,Pete Fairbanks,27,RP,Pre-Arb,"$583,800",0.82,
Tampa Bay Rays,Randy Arozarena,26,LF,Pre-Arb,"$581,200",0.82,Cuba
Tampa Bay Rays,Shane McClanahan,24,SP,Pre-Arb,"$570,500",0.68,
Tampa Bay Rays,Josh Fleming,25,SP,Pre-Arb,"$570,500",0.64,
Tampa Bay Rays,J.P. Feyereisen,28,RP,Pre-Arb,"$572,400",0.59,
Tampa Bay Rays,Luis Patino,21,SP,Pre-Arb,"$570,500",0.47,Colombia
Tampa Bay Rays,Drew Rasmussen,25,RP,Pre-Arb,"$573,000",0.45,
Tampa Bay Rays,Wander Franco,20,SS,Pre-Arb,"$570,500",0.45,Dominican Republic
Tampa Bay Rays,J.T. Chargois,30,RP,Pre-Arb,"$570,500",0.28,
Tampa Bay Rays,Chris Mazza,31,RP,Pre-Arb,"$570,500",0.28,United States
Tampa Bay Rays,David Robertson,36,RP/CL,Vet,"$570,500",0.14,
Tampa Bay Rays,Shane Baz,22,SP,Pre-Arb,"$570,500",0.06,
Texas Rangers,Jordan Lyles,30,SP,Vet,"$8,000,000",8.35,
Texas Rangers,Mike Foltynewicz,29,SP,Vet,"$2,000,000",2.09,
Texas Rangers,Isiah Kiner-Falefa,26,SS,Arb 1,"$2,000,000",2.09,
Texas Rangers,Brock Holt,33,2B,Vet,"$1,750,000",1.83,
Texas Rangers,Charlie Culberson,32,2B,Vet,"$1,500,000",1.57,
Texas Rangers,Matt Bush,35,RP,Pre-Arb,"$680,000",0.71,
Texas Rangers,Willie Calhoun,26,DH,Pre-Arb,"$593,000",0.62,
Texas Rangers,Brett Martin,26,RP,Pre-Arb,"$589,500",0.62,
Texas Rangers,Kolby Allard,23,SP,Pre-Arb,"$584,250",0.61,
Texas Rangers,Jose Trevino,28,C,Pre-Arb,"$584,000",0.61,
Texas Rangers,Taylor Hearn,26,RP,Pre-Arb,"$582,500",0.61,
Texas Rangers,Nate Lowe,25,1B,Pre-Arb,"$575,000",0.60,
Texas Rangers,Jonah Heim,26,C,Pre-Arb,"$574,000",0.60,
Texas Rangers,Dane Dunning,26,SP,Pre-Arb,"$572,500",0.60,
Texas Rangers,Josh Sborz,27,RP,Pre-Arb,"$573,500",0.57,
Texas Rangers,Adolis Garcia,28,OF,Pre-Arb,"$575,000",0.56,Cuba
Texas Rangers,Nick Solak,26,3B,Pre-Arb,"$586,000",0.52,
Texas Rangers,Andy Ibanez,28,2B,Pre-Arb,"$570,500",0.39,Cuba
Texas Rangers,Spencer Patton,33,RP,Pre-Arb,"$570,500",0.37,
Texas Rangers,Joe Barlow,25,RP/CL,Pre-Arb,"$570,500",0.33,
Texas Rangers,Dennis Santana,25,RP,Pre-Arb,"$575,000",0.30,Dominican Republic
Texas Rangers,D.J. Peters,25,OF,Pre-Arb,"$575,000",0.28,
Texas Rangers,Leodys Taveras,22,CF,Pre-Arb,"$574,000",0.21,Dominican Republic
Texas Rangers,Drew Anderson,27,SP,Pre-Arb,"$570,500",0.21,
Texas Rangers,Jharel Cotton,29,SP,Pre-Arb,"$570,500",0.21,
Texas Rangers,Spencer Howard,24,SP,Pre-Arb,"$570,500",0.21,
Texas Rangers,Yonny Hernandez,23,SS,Pre-Arb,"$570,500",0.19,Venezuela
Texas Rangers,A.J. Alexy,23,P,Pre-Arb,"$570,500",0.11,
Toronto Blue Jays,George Springer,31,CF,Vet,"$22,000,000",15.76,
Toronto Blue Jays,Hyun-Jin Ryu,34,SP,Vet,"$20,000,000",13.32,"Korea, South"
Toronto Blue Jays,Marcus Semien,30,SS,Vet,"$18,000,000",11.99,
Toronto Blue Jays,Randal Grichuk,29,RF,Vet,"$9,333,333",6.88,
Toronto Blue Jays,Robbie Ray,29,SP,Vet,"$8,000,000",5.33,
Toronto Blue Jays,Steven Matz,30,SP,Arb 3,"$5,200,000",3.46,
Toronto Blue Jays,Teoscar Hernandez,28,DH,Arb 1,"$4,325,000",2.88,Dominican Republic
Toronto Blue Jays,Lourdes Gurriel Jr.,27,LF,Pre-Arb,"$3,500,000",2.62,Cuba
Toronto Blue Jays,Ross Stripling,31,SP,Arb 2,"$3,000,000",2.00,
Toronto Blue Jays,Corey Dickerson,32,LF,Vet,"$9,500,000",1.50,
Toronto Blue Jays,Jose Berrios,27,SP,Arb 2,"$5,600,000",1.30,
Toronto Blue Jays,Vladimir Guerrero Jr.,22,1B,Pre-Arb,"$605,400",0.40,Canada
Toronto Blue Jays,Cavan Biggio,26,2B,Pre-Arb,"$604,000",0.40,
Toronto Blue Jays,Danny Jansen,26,C,Pre-Arb,"$601,800",0.40,
Toronto Blue Jays,Tim Mayza,29,RP,Pre-Arb,"$600,000",0.40,
Toronto Blue Jays,Bo Bichette,23,SS,Pre-Arb,"$587,800",0.39,
Toronto Blue Jays,Jordan Romano,28,RP/CL,Pre-Arb,"$584,000",0.39,
Toronto Blue Jays,Julian Merryweather,29,RP,Pre-Arb,"$578,400",0.39,
Toronto Blue Jays,Alejandro Kirk,22,C,Pre-Arb,"$573,500",0.38,Mexico
Toronto Blue Jays,Santiago Espinal,26,SS,Pre-Arb,"$570,500",0.34,
Toronto Blue Jays,Adam Cimber,30,RP,Arb 1,"$925,000",0.32,
Toronto Blue Jays,Reese McGuire,26,C,Pre-Arb,"$570,500",0.31,
Toronto Blue Jays,Alek Manoah,23,SP,Pre-Arb,"$570,500",0.26,
Toronto Blue Jays,Jarrod Dyson,36,CF,Vet,"$1,500,000",0.20,
Toronto Blue Jays,Trevor Richards,28,RP,Pre-Arb,"$580,900",0.18,
Toronto Blue Jays,Breyvic Valera,29,2B,Pre-Arb,"$570,500",0.16,Venezuela
Toronto Blue Jays,Nate Pearson,24,SP,Pre-Arb,"$577,500",0.13,
Toronto Blue Jays,Jacob Barnes,31,RP,Arb 1,"$750,000",0.11,
Washington Nationals,Patrick Corbin,31,SP,Vet,"$24,000,000",16.91,
Washington Nationals,Juan Soto,22,RF,Arb 1,"$8,500,000",5.89,Dominican Republic
Washington Nationals,Josh Bell,28,1B,Arb 2,"$6,350,000",4.40,
Washington Nationals,Alex Avila,34,C,Vet,"$1,500,000",1.04,
Washington Nationals,Jordy Mercer,34,SS,Vet,"$1,000,000",0.69,
Washington Nationals,Ryan Zimmerman,36,1B,Vet,"$1,000,000",0.69,
Washington Nationals,Yadiel Hernandez,33,OF,Pre-Arb,"$572,600",0.48,Cuba
Washington Nationals,Austin Voth,29,RP,Pre-Arb,"$587,700",0.41,
Washington Nationals,Kyle Finnegan,29,RP,Pre-Arb,"$582,400",0.40,
Washington Nationals,Erick Fedde,28,SP,Pre-Arb,"$575,000",0.40,
Washington Nationals,Josiah Gray,23,SP,Pre-Arb,"$570,500",0.40,
Washington Nationals,Gerardo Parra,34,RF,Vet,"$1,000,000",0.39,Venezuela
Washington Nationals,Andrew Stevenson,27,OF,Pre-Arb,"$579,100",0.36,
Washington Nationals,Paolo Espino,34,RP,Pre-Arb,"$570,500",0.35,
Washington Nationals,Tanner Rainey,28,RP/CL,Pre-Arb,"$589,000",0.31,
Washington Nationals,Ryne Harper,32,RP,Pre-Arb,"$570,500",0.24,
Washington Nationals,Alcides Escobar,34,SS,Vet,"$570,500",0.20,Venezuela
Washington Nationals,Riley Adams,25,C,Pre-Arb,"$570,500",0.19,
Washington Nationals,Andres Machado,28,RP,Pre-Arb,"$570,500",0.18,Venezuela
Washington Nationals,Carter Kieboom,23,3B,Pre-Arb,"$570,500",0.16,
Washington Nationals,Mason Thompson,23,RP,Pre-Arb,"$570,500",0.14,
Washington Nationals,Sean Nolin,31,RP,Arb 3,"$570,500",0.11,
Washington Nationals,Lane Thomas,25,CF,Pre-Arb,"$570,500",0.11,
Washington Nationals,Patrick Murphy,26,SP,Pre-Arb,"$575,000",0.09,
Washington Nationals,Keibert Ruiz,22,C,Pre-Arb,"$570,500",0.07,Venezuela
Washington Nationals,Alberto Baldonado,28,P,Pre-Arb,"$570,500",0.07,Panama
Washington Nationals,Jhon Romero,26,SP,Pre-Arb,"$570,500",0.02,Colombia
Washington Nationals,Joan Adon,22,P,Pre-Arb,"$570,500",0.00,Dominican Republic
