Team,Active Players,Age,Pos.,Status,Base Salary,Payroll %,Country
Boston Red Sox,Xander Bogaerts,26,SS,Arb 3,"$12,000,000",5.24,Aruba
Boston Red Sox,Jackie Bradley Jr.,29,CF,Arb 3,"$8,550,000",3.73,
Boston Red Sox,Mitch Moreland,33,1B,Vet,"$6,500,000",2.84,
Boston Red Sox,Eduardo Rodriguez,26,SP,Arb 2,"$4,300,000",1.89,Venezuela
Boston Red Sox,Brock Holt,31,2B,Arb 3,"$3,575,000",1.56,
Boston Red Sox,Christian Vazquez,28,C,Arb 2,"$2,850,000",1.24,
Boston Red Sox,Sandy Leon,30,C,Arb 3,"$2,475,000",0.97,Venezuela
Boston Red Sox,Matt Barnes,29,RP,Arb 1,"$1,600,000",0.70,
Boston Red Sox,Andrew Cashner,32,RP,Vet,"$8,000,000",0.69,
Boston Red Sox,Heath Hembree,30,RP,Arb 1,"$1,312,500",0.57,
Boston Red Sox,Brandon Workman,30,RP,Arb 2,"$1,150,000",0.50,
Boston Red Sox,Andrew Benintendi,24,LF,Pre-Arb,"$717,500",0.31,
Boston Red Sox,Rafael Devers,22,3B,Pre-Arb,"$614,500",0.27,Dominican Republic
Boston Red Sox,Brian Johnson,28,RP,Pre-Arb,"$575,000",0.25,
Boston Red Sox,Marcus Walden,30,RP,Pre-Arb,"$555,000",0.23,
Boston Red Sox,Hector Velazquez,30,RP,Pre-Arb,"$568,500",0.22,Mexico
Boston Red Sox,Ryan Brasier,31,RP,Pre-Arb,"$577,500",0.22,
Boston Red Sox,Marco Hernandez,26,3B,Pre-Arb,"$564,000",0.21,Dominican Republic
Boston Red Sox,Colten Brewer,26,RP,Pre-Arb,"$557,000",0.21,
Boston Red Sox,Josh Taylor,26,RP,Pre-Arb,"$555,000",0.20,
Boston Red Sox,Sam Travis,25,1B,Pre-Arb,"$558,500",0.16,
Boston Red Sox,Ryan Weber,28,RP,Pre-Arb,"$555,000",0.14,
Boston Red Sox,Josh A. Smith,31,RP,Pre-Arb,"$555,000",0.13,
Boston Red Sox,Darwinzon Hernandez,22,RP,Pre-Arb,"$555,000",0.11,Venezuela
Boston Red Sox,Michael Shawaryn,24,P,Pre-Arb,"$555,000",0.08,
Boston Red Sox,Travis Lakins,25,RP,Pre-Arb,"$555,000",0.08,
Boston Red Sox,Bobby Poyner,26,RP,Pre-Arb,"$555,000",0.07,
Boston Red Sox,Gorkys Hernandez,31,LF,Arb 1,"$1,000,000",0.07,Venezuela
Boston Red Sox,Chris Owings,27,2B,Vet,"$555,000",0.07,
Boston Red Sox,Trevor Kelley,25,P,Pre-Arb,"$555,000",0.04,
Boston Red Sox,Juan Centeno,29,C,Pre-Arb,"$555,000",0.04,Puerto Rico
Boston Red Sox,Jhoulys Chacin,31,SP,Vet,"$555,000",0.04,Venezuela
Chicago Cubs,Jon Lester,35,SP,Vet,"$22,500,000",12.41,
Chicago Cubs,Jason Heyward,29,RF,Vet,"$20,000,000",10.15,
Chicago Cubs,Yu Darvish,32,SP,Vet,"$20,000,000",9.03,Japan
Chicago Cubs,Cole Hamels,35,SP,Vet,"$20,000,000",9.03,
Chicago Cubs,Kris Bryant,27,3B,Arb 2,"$12,900,000",5.82,
Chicago Cubs,Tyler Chatwood,29,RP,Vet,"$12,500,000",5.64,
Chicago Cubs,Anthony Rizzo,29,1B,Vet,"$11,000,000",5.09,
Chicago Cubs,Jose Quintana,30,SP,Vet,"$10,500,000",4.74,Colombia
Chicago Cubs,Craig Kimbrel,31,RP,Vet,"$10,000,000",4.51,
Chicago Cubs,Kyle Hendricks,29,SP,Arb 2,"$7,405,000",3.34,
Chicago Cubs,Steve Cishek,33,RP,Vet,"$6,500,000",2.93,
Chicago Cubs,Pedro Strop,34,RP,Vet,"$6,250,000",2.82,Dominican Republic
Chicago Cubs,Javier Baez,26,SS,Arb 1,"$5,200,000",2.35,
Chicago Cubs,Brandon Kintzler,34,RP,Vet,"$5,000,000",2.26,
Chicago Cubs,Addison Russell,25,SS,Arb 2,"$3,400,000",1.53,United States
Chicago Cubs,Kyle Schwarber,26,LF,Arb 1,"$3,390,000",1.53,
Chicago Cubs,Ben Zobrist,38,2B,Vet,"$12,000,000",1.39,
Chicago Cubs,Nick Castellanos,27,RF,Arb 3,"$9,950,000",1.29,
Chicago Cubs,Daniel Descalso,32,2B,Vet,"$1,500,000",0.68,
Chicago Cubs,David Phelps,32,RP,Vet,"$2,500,000",0.38,
Chicago Cubs,Willson Contreras,27,C,Pre-Arb,"$684,000",0.31,Venezuela
Chicago Cubs,David Bote,26,3B,Pre-Arb,"$561,500",0.26,
Chicago Cubs,Victor Caratini,25,C,Pre-Arb,"$569,500",0.26,
Chicago Cubs,Albert Almora,25,CF,Pre-Arb,"$615,500",0.25,
Chicago Cubs,Kyle Ryan,27,RP,Pre-Arb,"$555,000",0.24,
Chicago Cubs,Derek Holland,32,RP,Vet,"$6,500,000",0.21,
Chicago Cubs,Rowan Wick,26,RP,Pre-Arb,"$555,000",0.12,
Chicago Cubs,Ian Happ,24,CF,Pre-Arb,"$603,500",0.10,
Chicago Cubs,Tony Kemp,27,LF,Pre-Arb,"$583,600",0.09,
Chicago Cubs,Robel Garcia,26,2B,Pre-Arb,"$555,000",0.08,Dominican Republic
Chicago Cubs,Jonathan Lucroy,33,C,Vet,"$555,000",0.07,
Chicago Cubs,Dillon Maples,27,RP,Pre-Arb,"$555,000",0.06,
Chicago Cubs,Alec Mills,27,RP,Pre-Arb,"$555,000",0.06,
Chicago Cubs,Duane Underwood,24,RP,Pre-Arb,"$555,000",0.06,
Chicago Cubs,Brad Wieck,27,RP,Pre-Arb,"$555,000",0.04,
Chicago Cubs,James Norwood,25,RP,Pre-Arb,"$555,000",0.04,
Chicago Cubs,Danny Hultzen,29,RP,Pre-Arb,"$555,000",0.03,
Chicago Cubs,Nico Hoerner,22,SS,Pre-Arb,"$555,000",0.03,
Chicago White Sox,Jose Abreu,32,DH,Arb 3,"$16,000,000",17.53,Cuba
Chicago White Sox,Ivan Nova,32,SP,Vet,"$8,500,000",10.03,Dominican Republic
Chicago White Sox,Kelvin Herrera,29,RP,Vet,"$8,500,000",9.30,Dominican Republic
Chicago White Sox,Alex Colome,30,RP,Arb 2,"$7,325,000",8.02,Dominican Republic
Chicago White Sox,Welington Castillo,32,C,Vet,"$7,250,000",7.93,Dominican Republic
Chicago White Sox,Yolmer Sanchez,27,3B,Arb 2,"$4,625,000",5.06,Venezuela
Chicago White Sox,James McCann,29,C,Arb 2,"$2,500,000",2.74,
Chicago White Sox,Eloy Jimenez,22,OF,Pre-Arb,"$1,000,000",2.01,Dominican Republic
Chicago White Sox,Leury Garcia,28,CF,Arb 2,"$1,550,000",1.70,Dominican Republic
Chicago White Sox,Tim Anderson,26,SS,Pre-Arb,"$1,400,000",1.53,
Chicago White Sox,Reynaldo Lopez,25,SP,Pre-Arb,"$580,000",0.63,Dominican Republic
Chicago White Sox,Yoan Moncada,24,2B,Pre-Arb,"$575,000",0.63,Cuba
Chicago White Sox,Jace Fry,25,RP,Pre-Arb,"$569,000",0.62,
Chicago White Sox,Manny Banuelos,28,RP,Pre-Arb,"$559,000",0.61,Mexico
Chicago White Sox,Josh Osich,30,RP,Pre-Arb,"$555,000",0.56,
Chicago White Sox,Ryan Cordell,27,LF,Pre-Arb,"$555,000",0.54,
Chicago White Sox,Aaron Bummer,25,RP,Pre-Arb,"$555,000",0.51,
Chicago White Sox,Evan Marshall,29,RP,Pre-Arb,"$555,000",0.50,
Chicago White Sox,Jose Ruiz,24,RP,Pre-Arb,"$555,000",0.46,Venezuela
Chicago White Sox,Ryan Goins,31,2B,Arb 2,"$975,000",0.43,
Chicago White Sox,Adam Engel,27,CF,Pre-Arb,"$571,000",0.38,
Chicago White Sox,Carson Fulmer,25,RP,Pre-Arb,"$555,000",0.31,
Chicago White Sox,Ross Detwiler,33,RP,Vet,"$555,000",0.31,
Chicago White Sox,Dylan Cease,23,SP,Pre-Arb,"$555,000",0.29,
Chicago White Sox,Jimmy Cordero,27,RP,Pre-Arb,"$555,000",0.24,Dominican Republic
Chicago White Sox,Matt Skole,29,3B,Pre-Arb,"$555,000",0.19,
Chicago White Sox,Daniel Palka,27,LF,Pre-Arb,"$567,000",0.19,
Chicago White Sox,Zack Collins,24,C,Pre-Arb,"$555,000",0.18,
Chicago White Sox,Hector Santiago,31,RP,Vet,"$555,000",0.18,
Chicago White Sox,Danny Mendick,25,SS,Pre-Arb,"$555,000",0.09,
Cincinnati Reds,Joey Votto,35,1B,Vet,"$25,000,000",19.47,
Cincinnati Reds,Alex Wood,28,SP,Arb 3,"$9,650,000",7.52,
Cincinnati Reds,Sonny Gray,29,SP,Arb 3,"$7,500,000",5.84,
Cincinnati Reds,Eugenio Suarez,27,3B,Arb 2,"$7,000,000",5.67,Venezuela
Cincinnati Reds,Raisel Iglesias,29,RP/CL,Vet,"$6,000,000",4.67,Cuba
Cincinnati Reds,Trevor Bauer,28,SP,Arb 3,"$13,000,000",3.27,
Cincinnati Reds,Tucker Barnhart,28,C,Vet,"$2,500,000",2.29,
Cincinnati Reds,Kevin Gausman,28,RP,Arb 3,"$9,350,000",2.19,
Cincinnati Reds,Jose Peraza,25,SS,Pre-Arb,"$2,775,000",2.16,Venezuela
Cincinnati Reds,Jose Iglesias,29,SS,Vet,"$2,500,000",1.95,Cuba
Cincinnati Reds,Anthony DeSclafani,29,SP,Arb 2,"$2,125,000",1.66,
Cincinnati Reds,Derek Dietrich,29,2B,Arb 3,"$2,000,000",1.56,
Cincinnati Reds,Michael Lorenzen,27,RP,Arb 2,"$1,950,000",1.52,
Cincinnati Reds,Freddy Galvis,29,SS,Vet,"$4,000,000",0.82,Venezuela
Cincinnati Reds,Curt Casali,30,C,Arb 1,"$950,000",0.74,
Cincinnati Reds,Amir Garrett,27,RP,Pre-Arb,"$567,500",0.44,
Cincinnati Reds,Robert Stephenson,26,RP,Pre-Arb,"$565,000",0.44,
Cincinnati Reds,Luis Castillo,26,SP,Pre-Arb,"$557,500",0.43,Dominican Republic
Cincinnati Reds,Kyle Farmer,28,C,Pre-Arb,"$557,500",0.43,
Cincinnati Reds,Tyler Mahle,24,SP,Pre-Arb,"$570,000",0.35,
Cincinnati Reds,Nick Senzel,24,OF,Pre-Arb,"$555,000",0.35,
Cincinnati Reds,Phillip Ervin,26,CF,Pre-Arb,"$555,000",0.29,
Cincinnati Reds,Josh VanMeter,24,2B,Pre-Arb,"$555,000",0.28,
Cincinnati Reds,Alex Blandino,26,3B,Pre-Arb,"$557,500",0.25,
Cincinnati Reds,Matthew Bowman,28,RP,Pre-Arb,"$555,000",0.21,
Cincinnati Reds,Lucas Sims,25,RP/CL,Pre-Arb,"$555,000",0.18,
Cincinnati Reds,Aristides Aquino,25,RF,Pre-Arb,"$555,000",0.14,Dominican Republic
Cincinnati Reds,Joel Kuhnel,24,P,Pre-Arb,"$555,000",0.11,
Cincinnati Reds,Ruben Alaniz,28,RP,Pre-Arb,"$555,000",0.10,United States
Cincinnati Reds,Jimmy Herget,25,RP,Pre-Arb,"$555,000",0.10,
Cincinnati Reds,Sal Romano,25,RP,Pre-Arb,"$555,000",0.10,United States
Cincinnati Reds,Brian O'Grady,27,LF,Pre-Arb,"$555,000",0.10,
Cincinnati Reds,Keury Mella,25,RP,Pre-Arb,"$555,000",0.06,Dominican Republic
Cincinnati Reds,Christian Colon,30,2B,Pre-Arb,"$555,000",0.03,
Cleveland Guardians,Carlos Santana,33,DH,Vet,"$17,000,000",17.02,Dominican Republic
Cleveland Guardians,Jason Kipnis,32,2B,Vet,"$14,500,000",13.62,
Cleveland Guardians,Francisco Lindor,25,SS,Arb 1,"$10,550,000",9.80,
Cleveland Guardians,Carlos Carrasco,32,RP,Vet,"$9,750,000",9.05,Venezuela
Cleveland Guardians,Brad Hand,29,RP,Arb 3,"$6,500,000",6.04,
Cleveland Guardians,Jose Ramirez,26,3B,Arb 2,"$3,750,000",3.85,Dominican Republic
Cleveland Guardians,Yasiel Puig,28,RF,Arb 3,"$9,700,000",2.91,Cuba
Cleveland Guardians,Roberto Perez,30,C,Vet,"$2,500,000",2.44,
Cleveland Guardians,Oliver Perez,37,RP,Vet,"$2,500,000",2.32,Mexico
Cleveland Guardians,Dan Otero,34,RP,Arb 3,"$1,300,000",1.21,
Cleveland Guardians,Tyler Clippard,34,RP,Vet,"$1,500,000",1.18,
Cleveland Guardians,Kevin Plawecki,28,C,Arb 1,"$1,137,500",1.06,
Cleveland Guardians,Mike Clevinger,28,SP,Pre-Arb,"$592,200",0.55,
Cleveland Guardians,Adam Cimber,28,RP,Pre-Arb,"$563,800",0.52,
Cleveland Guardians,Shane Bieber,24,SP,Pre-Arb,"$559,600",0.52,
Cleveland Guardians,Nick Wittgren,28,RP,Pre-Arb,"$555,000",0.48,
Cleveland Guardians,Jordan Luplow,25,LF,Pre-Arb,"$564,500",0.48,
Cleveland Guardians,Bradley Zimmer,26,CF,Pre-Arb,"$561,200",0.48,
Cleveland Guardians,Mike Freeman,31,2B,Pre-Arb,"$555,000",0.46,
Cleveland Guardians,Jake Bauers,23,1B,Pre-Arb,"$560,400",0.44,
Cleveland Guardians,Jefry Rodriguez,25,RP,Pre-Arb,"$555,000",0.41,Dominican Republic
Cleveland Guardians,Nick Goody,27,RP,Arb 1,"$675,000",0.39,
Cleveland Guardians,Oscar Mercado,24,CF,Pre-Arb,"$555,000",0.39,
Cleveland Guardians,Greg Allen,26,CF,Pre-Arb,"$560,400",0.34,
Cleveland Guardians,Adam Plutko,27,SP,Pre-Arb,"$555,000",0.34,
Cleveland Guardians,Zach Plesac,24,SP,Pre-Arb,"$555,000",0.32,
Cleveland Guardians,Franmil Reyes,23,RF,Pre-Arb,"$570,500",0.17,Dominican Republic
Cleveland Guardians,Aaron Civale,24,SP,Pre-Arb,"$555,000",0.16,
Cleveland Guardians,Hunter Wood,25,RP,Pre-Arb,"$555,000",0.16,
Cleveland Guardians,Ryan Flaherty,32,3B,Vet,"$1,000,000",0.14,
Cleveland Guardians,Phil Maton,26,RP,Pre-Arb,"$562,900",0.14,
Cleveland Guardians,Yu-Cheng Chang,23,SS,Pre-Arb,"$555,000",0.11,Taiwan
Cleveland Guardians,Eric Haase,26,C,Pre-Arb,"$555,000",0.09,
Cleveland Guardians,James Hoyt,32,RP,Pre-Arb,"$555,000",0.08,
Cleveland Guardians,James Karinchak,23,P,Pre-Arb,"$555,000",0.05,
Cleveland Guardians,Andrew Velazquez,24,SS,Pre-Arb,"$555,000",0.04,
Colorado Rockies,Nolan Arenado,28,3B,Arb 4,"$26,000,000",16.58,
Colorado Rockies,Charlie Blackmon,32,RF,Vet,"$21,000,000",13.57,
Colorado Rockies,Wade Davis,33,RP,Vet,"$18,000,000",11.45,
Colorado Rockies,Ian Desmond,33,CF,Vet,"$15,000,000",9.54,
Colorado Rockies,Daniel Murphy,34,1B,Vet,"$10,000,000",6.36,
Colorado Rockies,Jake McGee,32,RP,Vet,"$8,500,000",5.41,
Colorado Rockies,Bryan Shaw,31,RP,Vet,"$8,500,000",5.41,
Colorado Rockies,Trevor Story,26,SS,Arb 1,"$5,000,000",3.18,
Colorado Rockies,Tony Wolters,27,C,Arb 1,"$960,000",0.61,
Colorado Rockies,David Dahl,25,LF,Pre-Arb,"$560,000",0.36,
Colorado Rockies,Ryan McMahon,24,2B,Pre-Arb,"$560,000",0.36,
Colorado Rockies,Raimel Tapia,25,CF,Pre-Arb,"$560,000",0.36,Dominican Republic
Colorado Rockies,Carlos Estevez,26,RP,Pre-Arb,"$555,000",0.34,Dominican Republic
Colorado Rockies,Antonio Senzatela,24,SP,Pre-Arb,"$560,000",0.29,Venezuela
Colorado Rockies,Garrett Hampson,24,2B,Pre-Arb,"$557,000",0.29,
Colorado Rockies,Kyle Freeland,26,SP,Pre-Arb,"$565,000",0.28,
Colorado Rockies,Jairo Diaz,28,RP,Pre-Arb,"$555,000",0.25,Venezuela
Colorado Rockies,Peter Lambert,22,SP,Pre-Arb,"$555,000",0.22,
Colorado Rockies,Jesus Tinoco,24,RP,Pre-Arb,"$555,000",0.16,Venezuela
Colorado Rockies,Yency Almonte,25,RP,Pre-Arb,"$555,000",0.16,
Colorado Rockies,Pat Valaika,26,SS,Pre-Arb,"$555,000",0.15,
Colorado Rockies,D.J. Johnson,29,RP,Pre-Arb,"$557,000",0.15,
Colorado Rockies,Yonder Alonso,32,1B,Vet,"$555,000",0.13,
Colorado Rockies,Chi Chi Gonzalez,27,SP,Pre-Arb,"$555,000",0.13,
Colorado Rockies,Jeff Hoffman,26,SP,Pre-Arb,"$555,000",0.13,
Colorado Rockies,Sam Howard,26,RP,Pre-Arb,"$555,000",0.10,
Colorado Rockies,Dom Nunez,24,C,Pre-Arb,"$555,000",0.09,
Colorado Rockies,Drew Butera,35,C,Vet,"$555,000",0.09,
Colorado Rockies,Yonathan Daza,25,RF,Pre-Arb,"$555,000",0.09,Venezuela
Colorado Rockies,Wes Parsons,26,RP,Pre-Arb,"$565,000",0.08,
Colorado Rockies,Tim Melville,29,SP,Pre-Arb,"$555,000",0.08,United States
Colorado Rockies,Josh Fuentes,26,1B,Pre-Arb,"$555,000",0.07,
Colorado Rockies,Sam Hilliard,25,RF,Pre-Arb,"$555,000",0.06,
Colorado Rockies,James Pazos,28,RP,Pre-Arb,"$555,000",0.06,
Colorado Rockies,Phillip Diehl,24,P,Pre-Arb,"$555,000",0.05,
Colorado Rockies,Joe Harvey,27,RP,Pre-Arb,"$555,000",0.05,
Colorado Rockies,Rico Garcia,25,P,Pre-Arb,"$555,000",0.05,
Detroit Tigers,Miguel Cabrera,36,1B,Vet,"$30,000,000",26.17,Venezuela
Detroit Tigers,Jordan Zimmermann,33,SP,Vet,"$25,000,000",21.81,
Detroit Tigers,Jordy Mercer,32,SS,Vet,"$5,250,000",4.58,
Detroit Tigers,Matt Boyd,28,SP,Arb 1,"$2,600,000",2.27,
