Team,Active Players,Age,Pos.,Status,Base Salary,Payroll %,Country
Detroit Tigers,Daniel Norris,26,SP,Arb 1,"$1,275,000",1.11,
Detroit Tigers,Gordon Beckham,32,2B,Vet,"$700,000",0.61,
Detroit Tigers,Buck Farmer,28,RP,Pre-Arb,"$570,800",0.50,
Detroit Tigers,Joe Jimenez,24,RP,Pre-Arb,"$569,200",0.50,Puerto Rico
Detroit Tigers,Spencer Turnbull,26,SP,Pre-Arb,"$556,100",0.49,
Detroit Tigers,Grayson Greiner,26,C,Pre-Arb,"$558,600",0.46,
Detroit Tigers,Christin Stewart,25,LF,Pre-Arb,"$556,400",0.46,
Detroit Tigers,Brandon Dixon,27,1B,Pre-Arb,"$555,000",0.43,
Detroit Tigers,Victor Alcantara,26,RP,Pre-Arb,"$559,100",0.37,Dominican Republic
Detroit Tigers,Nick Ramirez,29,RP,Pre-Arb,"$555,000",0.37,
Detroit Tigers,Harold Castro,25,3B,Pre-Arb,"$555,000",0.34,Venezuela
Detroit Tigers,Ronny Rodriguez,27,2B,Pre-Arb,"$555,000",0.33,Dominican Republic
Detroit Tigers,Drew VerHagen,28,RP,Pre-Arb,"$567,400",0.28,
Detroit Tigers,Gregory Soto,24,RP/CL,Pre-Arb,"$555,000",0.27,Dominican Republic
Detroit Tigers,Dawel Lugo,24,SS,Pre-Arb,"$555,000",0.25,Dominican Republic
Detroit Tigers,Jose Cisnero,30,RP,Pre-Arb,"$555,000",0.24,Dominican Republic
Detroit Tigers,Victor Reyes,24,LF,Pre-Arb,"$555,000",0.22,Venezuela
Detroit Tigers,Zac Reininger,26,RP,Pre-Arb,"$555,000",0.19,
Detroit Tigers,Jake Rogers,24,C,Pre-Arb,"$555,000",0.16,
Detroit Tigers,Travis Demeritte,24,LF,Pre-Arb,"$555,000",0.16,
Detroit Tigers,Tyler Alexander,24,P,Pre-Arb,"$555,000",0.15,
Detroit Tigers,Matt Hall,25,RP,Pre-Arb,"$555,000",0.14,United States
Detroit Tigers,Edwin Jackson,35,SP,Vet,"$555,000",0.14,Germany
Detroit Tigers,David McKay,24,P,Pre-Arb,"$555,000",0.12,
Detroit Tigers,Willi Castro,22,SS,Pre-Arb,"$555,000",0.10,Puerto Rico
Detroit Tigers,John Schreiber,25,P,Pre-Arb,"$555,000",0.09,
Detroit Tigers,Bryan Garcia,24,P,Pre-Arb,"$555,000",0.08,
Detroit Tigers,Eduardo Jimenez,24,RP,Pre-Arb,"$555,000",0.05,Venezuela
Houston Astros,Justin Verlander,36,SP,Vet,"$28,000,000",11.85,
Houston Astros,Michael Brantley,32,LF,Vet,"$15,000,000",9.48,
Houston Astros,Gerrit Cole,28,SP,Arb 3,"$13,500,000",8.00,
Houston Astros,Josh Reddick,32,RF,Vet,"$13,000,000",7.70,
Houston Astros,George Springer,29,CF,Arb 3,"$12,000,000",7.11,
Houston Astros,Yulieski Gurriel,35,1B,Pre-Arb,"$10,000,000",6.16,Cuba
Houston Astros,Jose Altuve,29,2B,Vet,"$6,500,000",5.63,Venezuela
Houston Astros,Joe Smith,35,RP,Vet,"$8,000,000",4.74,
Houston Astros,Roberto Osuna,24,RP/CL,Arb 2,"$6,500,000",3.85,Mexico
Houston Astros,Robinson Chirinos,35,C,Vet,"$5,750,000",3.41,Venezuela
Houston Astros,Carlos Correa,24,SS,Arb 1,"$5,000,000",2.96,
Houston Astros,Wade Miley,32,SP,Vet,"$4,500,000",2.96,
Houston Astros,Zack Greinke,35,SP,Vet,"$31,500,000",2.69,
Houston Astros,Hector Rondon,31,RP,Vet,"$4,500,000",2.67,Venezuela
Houston Astros,Will Harris,34,RP,Arb 3,"$4,225,000",2.50,
Houston Astros,Brad Peacock,31,SP,Arb 3,"$3,110,000",1.84,
Houston Astros,Ryan Pressly,30,RP/CL,Arb 3,"$2,900,000",1.72,
Houston Astros,Alex Bregman,25,3B,Pre-Arb,"$640,500",1.37,
Houston Astros,Jake Marisnick,28,CF,Arb 3,"$2,212,500",1.31,
Houston Astros,Aledmys Diaz,28,SS,Pre-Arb,"$2,000,000",1.18,Cuba
Houston Astros,Chris Devenski,28,RP,Arb 1,"$1,525,000",0.90,
Houston Astros,Martin Maldonado,32,C,Vet,"$2,500,000",0.48,
Houston Astros,Josh James,26,RP,Pre-Arb,"$566,800",0.34,
Houston Astros,Yordan Alvarez,22,1B,Pre-Arb,"$555,000",0.20,Cuba
Houston Astros,Cy Sneed,26,P,Pre-Arb,"$555,000",0.12,
Houston Astros,Joseph Biagini,29,RP,Arb 1,"$900,000",0.11,
Houston Astros,Garrett Stubbs,26,C,Pre-Arb,"$555,000",0.11,
Houston Astros,Jose Urquidy,24,SP,Pre-Arb,"$555,000",0.09,Mexico
Houston Astros,Framber Valdez,25,RP,Pre-Arb,"$566,600",0.07,Dominican Republic
Houston Astros,Jack Mayfield,28,2B,Pre-Arb,"$555,000",0.07,
Houston Astros,Cionel Perez,23,RP,Pre-Arb,"$555,000",0.07,Cuba
Houston Astros,Abraham Toro-Hernandez,22,3B,Pre-Arb,"$555,000",0.07,
Houston Astros,Kyle Tucker,22,LF,Pre-Arb,"$555,000",0.05,
Houston Astros,Bryan Abreu,22,RP,Pre-Arb,"$555,000",0.05,Dominican Republic
Kansas City Royals,Alex Gordon,35,LF,Vet,"$20,000,000",19.09,
Kansas City Royals,Ian Kennedy,34,RP,Vet,"$16,500,000",15.75,
Kansas City Royals,Danny Duffy,30,SP,Vet,"$15,250,000",14.56,
Kansas City Royals,Jorge Soler,27,DH,Pre-Arb,"$4,000,000",4.45,Cuba
Kansas City Royals,Whit Merrifield,30,2B,Pre-Arb,"$1,000,000",0.95,
Kansas City Royals,Mike Montgomery,29,SP,Arb 1,"$2,440,000",0.95,
Kansas City Royals,Jesse Hahn,29,RP,Arb 1,"$800,000",0.76,
Kansas City Royals,Scott Barlow,26,P,Pre-Arb,"$650,000",0.58,
Kansas City Royals,Jake Junis,26,SP,Pre-Arb,"$578,250",0.55,
Kansas City Royals,Brad Keller,23,SP,Pre-Arb,"$578,175",0.55,
Kansas City Royals,Adalberto Mondesi,23,SS,Pre-Arb,"$576,000",0.55,Dominican Republic
Kansas City Royals,Hunter Dozier,27,3B,Pre-Arb,"$567,225",0.54,
Kansas City Royals,Jorge Lopez,26,SP,Pre-Arb,"$562,250",0.54,
Kansas City Royals,Cheslor Cuthbert,26,DH,Arb 1,"$850,000",0.53,Nicaragua
Kansas City Royals,Cameron Gallagher,26,C,Pre-Arb,"$557,125",0.53,
Kansas City Royals,Glenn Sparkman,27,SP,Pre-Arb,"$555,000",0.46,
Kansas City Royals,Kevin McCarthy,27,RP,Pre-Arb,"$578,250",0.43,
Kansas City Royals,Ryan O'Hearn,25,1B,Pre-Arb,"$557,650",0.41,
Kansas City Royals,Nicholas Lopez,24,SS,Pre-Arb,"$555,000",0.40,
Kansas City Royals,Eric Skoglund,26,RP,Pre-Arb,"$568,175",0.38,United States
Kansas City Royals,Tim Hill,29,RP,Pre-Arb,"$573,175",0.32,
Kansas City Royals,Jake Newberry,24,RP,Pre-Arb,"$555,000",0.30,United States
Kansas City Royals,Humberto Arteaga,25,SS,Pre-Arb,"$555,000",0.25,Venezuela
Kansas City Royals,Bubba Starling,26,CF,Pre-Arb,"$555,000",0.23,
Kansas City Royals,Meibrys Viloria,22,C,Pre-Arb,"$555,000",0.22,Colombia
Kansas City Royals,Josh Staumont,25,RP,Pre-Arb,"$555,000",0.21,
Kansas City Royals,Kyle Zimmer,27,RP,Pre-Arb,"$555,000",0.18,
Kansas City Royals,Nick Dini,25,C,Pre-Arb,"$555,000",0.15,
Kansas City Royals,Heath Fillmyer,25,RP,Pre-Arb,"$555,000",0.14,
Kansas City Royals,Jacob Barnes,29,RP,Pre-Arb,"$567,600",0.14,
Kansas City Royals,Brett Phillips,25,RF,Pre-Arb,"$555,000",0.13,
Kansas City Royals,Ryan McBroom,27,1B,Pre-Arb,"$555,000",0.08,
Kansas City Royals,Erick Mejia,24,2B,Pre-Arb,"$555,000",0.08,Dominican Republic
Kansas City Royals,Gabe Speier,24,P,Pre-Arb,"$555,000",0.08,
Kansas City Royals,Randy Rosario,25,RP,Pre-Arb,"$564,000",0.05,Dominican Republic
Los Angeles Angels,Albert Pujols,39,1B,Vet,"$28,000,000",17.47,
Los Angeles Angels,Justin Upton,31,LF,Vet,"$18,000,000",11.23,
Los Angeles Angels,Mike Trout,27,CF,Vet,"$16,000,000",11.02,
Los Angeles Angels,Andrelton Simmons,29,SS,Vet,"$13,000,000",8.11,
Los Angeles Angels,Kole Calhoun,31,RF,Arb 4,"$10,500,000",6.55,
Los Angeles Angels,Trevor Cahill,31,RP,Vet,"$9,000,000",5.62,
Los Angeles Angels,Andrew Heaney,28,SP,Arb 2,"$3,400,000",2.12,
Los Angeles Angels,Justin Bour,31,1B,Vet,"$2,500,000",1.56,
Los Angeles Angels,Luis Garcia,32,RP,Arb 2,"$1,675,000",1.05,Dominican Republic
Los Angeles Angels,Hansel Robles,28,RP/CL,Arb 2,"$1,400,000",0.87,Dominican Republic
Los Angeles Angels,Tommy La Stella,30,2B,Arb 2,"$1,350,000",0.84,
Los Angeles Angels,Shohei Ohtani,24,DH,Pre-Arb,"$650,000",0.41,Japan
Los Angeles Angels,Brian Goodwin,28,RF,Pre-Arb,"$583,500",0.36,
Los Angeles Angels,Kevan Smith,31,C,Pre-Arb,"$572,500",0.36,
Los Angeles Angels,Noe Ramirez,29,RP,Pre-Arb,"$569,000",0.36,
Los Angeles Angels,Keynan Middleton,25,RP,Pre-Arb,"$563,500",0.35,
Los Angeles Angels,David Fletcher,25,2B,Pre-Arb,"$561,500",0.35,
Los Angeles Angels,Ty Buttrey,26,RP,Pre-Arb,"$557,250",0.35,
Los Angeles Angels,Justin Anderson,26,RP,Pre-Arb,"$561,500",0.32,
Los Angeles Angels,Taylor Cole,29,RP,Pre-Arb,"$557,500",0.21,
Los Angeles Angels,Luke Bard,28,RP,Pre-Arb,"$575,000",0.19,
Los Angeles Angels,Michael Hermosillo,24,CF,Pre-Arb,"$556,500",0.18,
Los Angeles Angels,Jose Suarez,21,SP,Pre-Arb,"$555,000",0.17,Venezuela
Los Angeles Angels,Matt Thaiss,24,1B,Pre-Arb,"$555,000",0.17,
Los Angeles Angels,Jaime Barria,22,SP,Pre-Arb,"$563,500",0.16,Panama
Los Angeles Angels,Dillon Peters,26,SP,Pre-Arb,"$555,000",0.13,
Los Angeles Angels,Max Stassi,28,C,Pre-Arb,"$590,100",0.12,
Los Angeles Angels,Jared Walsh,25,RP,Pre-Arb,"$555,000",0.12,
Los Angeles Angels,Patrick Sandoval,22,SP,Pre-Arb,"$555,000",0.10,
Los Angeles Angels,Jake Jewell,26,RP,Pre-Arb,"$555,000",0.09,
Los Angeles Angels,Miguel Del Pozo,26,RP,Pre-Arb,"$555,000",0.08,Dominican Republic
Los Angeles Angels,Taylor Ward,25,3B,Pre-Arb,"$555,000",0.08,
Los Angeles Angels,Adalberto Mejia,26,RP,Pre-Arb,"$560,000",0.08,Dominican Republic
Los Angeles Angels,Anthony Bemboom,29,C,Pre-Arb,"$555,000",0.07,
Los Angeles Angels,Jose Rodriguez,23,P,Pre-Arb,"$555,000",0.06,Venezuela
Los Angeles Angels,Kaleb Cowart,27,3B,Pre-Arb,"$555,000",0.02,
Los Angeles Angels,Kean Wong,24,2B,Pre-Arb,"$555,000",0.01,
Los Angeles Dodgers,Clayton Kershaw,31,SP,Vet,"$23,333,334",14.98,
Los Angeles Dodgers,Kenley Jansen,31,RP/CL,Vet,"$18,000,000",9.34,Curacao
Los Angeles Dodgers,Justin Turner,34,3B,Vet,"$18,000,000",9.18,
Los Angeles Dodgers,Rich Hill,39,SP,Vet,"$18,000,000",9.02,
Los Angeles Dodgers,Hyun-Jin Ryu,32,SP,Vet,"$17,900,000",8.65,"Korea, South"
Los Angeles Dodgers,Kenta Maeda,31,RP,Arb 1,"$3,000,000",4.12,Japan
Los Angeles Dodgers,Joc Pederson,27,LF,Arb 2,"$5,000,000",2.42,
Los Angeles Dodgers,David Freese,36,1B,Vet,"$4,500,000",2.17,
Los Angeles Dodgers,Corey Seager,25,SS,Arb 1,"$4,000,000",1.93,
Los Angeles Dodgers,A.J. Pollock,31,CF,Vet,"$1,000,000",1.93,
Los Angeles Dodgers,Enrique Hernandez,27,CF,Arb 2,"$3,725,000",1.80,
Los Angeles Dodgers,Russell Martin,36,C,Vet,"$20,000,000",1.74,
Los Angeles Dodgers,Chris Taylor,28,2B,Arb 1,"$3,500,000",1.69,
Los Angeles Dodgers,Joe Kelly,31,RP,Vet,"$3,000,000",1.45,
Los Angeles Dodgers,Jedd Gyorko,30,3B,Vet,"$13,000,000",1.27,
Los Angeles Dodgers,Pedro Baez,31,RP,Arb 2,"$2,100,000",1.01,Dominican Republic
Los Angeles Dodgers,Yimi Garcia,28,RP,Arb 2,"$710,000",0.34,Dominican Republic
Los Angeles Dodgers,Cody Bellinger,23,RF,Pre-Arb,"$605,000",0.29,
Los Angeles Dodgers,Ross Stripling,29,SP,Pre-Arb,"$595,000",0.29,
Los Angeles Dodgers,Max Muncy,28,1B,Pre-Arb,"$575,000",0.28,
Los Angeles Dodgers,Walker Buehler,24,SP,Pre-Arb,"$570,000",0.28,
Los Angeles Dodgers,Julio Urias,22,RP,Pre-Arb,"$565,000",0.27,Mexico
Los Angeles Dodgers,Dylan Floro,28,RP/CL,Pre-Arb,"$565,000",0.25,
Los Angeles Dodgers,Austin Barnes,29,C,Pre-Arb,"$575,000",0.22,
Los Angeles Dodgers,Caleb Ferguson,22,RP,Pre-Arb,"$560,000",0.21,
Los Angeles Dodgers,Matt Beaty,26,3B,Pre-Arb,"$555,000",0.20,
Los Angeles Dodgers,Will Smith,24,C,Pre-Arb,"$555,000",0.12,
Los Angeles Dodgers,Casey Sadler,28,RP,Pre-Arb,"$555,000",0.10,
Los Angeles Dodgers,Kris Negron,33,2B,Pre-Arb,"$555,000",0.09,
Los Angeles Dodgers,Adam Kolarek,30,RP,Pre-Arb,"$560,800",0.09,
Los Angeles Dodgers,Dustin May,21,RP,Pre-Arb,"$555,000",0.09,
Los Angeles Dodgers,Anthony Gonsolin,25,P,Pre-Arb,"$555,000",0.07,
Los Angeles Dodgers,Josh Sborz,25,RP,Pre-Arb,"$555,000",0.07,
Los Angeles Dodgers,Edwin Rios,25,1B,Pre-Arb,"$555,000",0.06,
Los Angeles Dodgers,Gavin Lux,21,SS,Pre-Arb,"$555,000",0.04,
Miami Marlins,Wei-Yin Chen,33,RP,Vet,"$20,000,000",26.46,Taiwan
Miami Marlins,Martin Prado,35,1B,Vet,"$15,000,000",19.84,Venezuela
Miami Marlins,Starlin Castro,29,2B,Vet,"$11,000,000",15.68,Dominican Republic
Miami Marlins,Jose Urena,27,RP,Arb 1,"$3,200,000",4.23,Dominican Republic
Miami Marlins,Miguel Rojas,30,SS,Arb 2,"$3,155,000",4.17,Venezuela
Miami Marlins,Neil Walker,33,1B,Vet,"$2,000,000",2.65,United States
Miami Marlins,Curtis Granderson,38,LF,Vet,"$1,750,000",2.31,
Miami Marlins,Adam Conley,29,RP,Arb 1,"$1,125,000",1.49,
Miami Marlins,Bryan Holaday,31,C,Arb 2,"$1,250,000",1.15,
Miami Marlins,Jorge Alfaro,26,C,Pre-Arb,"$570,000",0.75,Colombia
Miami Marlins,Tayron Guerrero,28,RP,Pre-Arb,"$565,000",0.75,Colombia
Miami Marlins,Caleb Smith,27,SP,Pre-Arb,"$556,500",0.74,
Miami Marlins,Sandy Alcantara,23,SP,Pre-Arb,"$555,000",0.73,Dominican Republic
Miami Marlins,Garrett Cooper,28,RF,Pre-Arb,"$555,000",0.73,
Miami Marlins,Pablo Lopez,23,SP,Pre-Arb,"$555,000",0.73,Venezuela
Miami Marlins,Jon Berti,29,2B,Pre-Arb,"$555,000",0.64,
Miami Marlins,Jarlin Garcia,26,RP,Pre-Arb,"$555,000",0.61,Dominican Republic
Miami Marlins,Harold Ramirez,24,RF,Pre-Arb,"$555,000",0.56,Colombia
Miami Marlins,Tyler Kinley,28,RP,Pre-Arb,"$555,000",0.49,
Miami Marlins,Elieser Hernandez,24,SP,Pre-Arb,"$555,000",0.47,Venezuela
Miami Marlins,Jordan Yamamoto,23,P,Pre-Arb,"$555,000",0.43,
Miami Marlins,Jose Quijada,23,RP,Pre-Arb,"$555,000",0.39,Venezuela
Miami Marlins,Jeff Brigham,27,RP,Pre-Arb,"$555,000",0.39,
Miami Marlins,Lewis Brinson,25,CF,Pre-Arb,"$570,000",0.36,
Miami Marlins,Austin Dean,25,LF,Pre-Arb,"$555,000",0.30,United States
Miami Marlins,Ryne Stanek,27,RP,Pre-Arb,"$564,200",0.24,
Miami Marlins,Isan Diaz,23,SS,Pre-Arb,"$555,000",0.22,
Miami Marlins,Kyle Keller,26,P,Pre-Arb,"$555,000",0.17,
Miami Marlins,Robert Dugger,23,P,Pre-Arb,"$555,000",0.13,
Miami Marlins,Brian Moran,30,RP,Pre-Arb,"$555,000",0.11,
Miami Marlins,Magneuris Sierra,23,CF,Pre-Arb,"$555,000",0.11,Dominican Republic
Miami Marlins,Josh D. Smith,31,RP,Pre-Arb,"$555,000",0.06,
Milwaukee Brewers,Ryan Braun,35,LF,Vet,"$18,000,000",13.98,
Milwaukee Brewers,Yasmani Grandal,30,C,Vet,"$16,000,000",11.77,
Milwaukee Brewers,Lorenzo Cain,33,CF,Vet,"$15,000,000",11.06,
Milwaukee Brewers,Christian Yelich,27,LF,Arb 3,"$9,750,000",7.17,
Milwaukee Brewers,Mike Moustakas,30,3B,Vet,"$7,000,000",5.19,
Milwaukee Brewers,Chase Anderson,31,RP,Arb 3,"$6,000,000",4.78,
Milwaukee Brewers,Eric Thames,32,1B,Vet,"$6,000,000",4.42,
Milwaukee Brewers,Travis Shaw,29,3B,Arb 1,"$4,675,000",3.44,
Milwaukee Brewers,Jimmy Nelson,30,RP,Arb 2,"$3,700,000",2.72,
Milwaukee Brewers,Matt Albers,36,RP,Vet,"$2,500,000",1.84,
Milwaukee Brewers,Hernan Perez,28,2B,Arb 2,"$2,500,000",1.84,Venezuela
Milwaukee Brewers,Junior Guerra,34,RP,Arb 1,"$2,225,000",1.64,Venezuela
Milwaukee Brewers,Gio Gonzalez,33,SP,Vet,"$2,000,000",1.26,
Milwaukee Brewers,Manuel Pina,32,C,Arb 1,"$1,600,000",1.18,Venezuela
Milwaukee Brewers,Alexander Claudio,27,RP,Arb 1,"$1,275,000",0.94,
Milwaukee Brewers,Jordan Lyles,28,SP,Vet,"$2,050,000",0.51,
Milwaukee Brewers,Josh Hader,25,RP/CL,Pre-Arb,"$687,600",0.51,
Milwaukee Brewers,Brent Suter,29,RP,Pre-Arb,"$568,300",0.42,
Milwaukee Brewers,Orlando Arcia,24,SS,Pre-Arb,"$565,700",0.42,Venezuela
Milwaukee Brewers,Brandon Woodruff,26,SP,Pre-Arb,"$561,400",0.41,
Milwaukee Brewers,Ben Gamel,27,LF,Pre-Arb,"$567,700",0.40,
Milwaukee Brewers,Freddy Peralta,23,RP,Pre-Arb,"$564,600",0.38,Dominican Republic
Milwaukee Brewers,Drew Pomeranz,30,RP,Vet,"$1,500,000",0.36,
Milwaukee Brewers,Adrian Houser,26,SP,Pre-Arb,"$555,000",0.33,
Milwaukee Brewers,Corbin Burnes,24,RP,Pre-Arb,"$562,800",0.30,
Milwaukee Brewers,Jay Jackson,31,RP,Pre-Arb,"$1,000,000",0.27,
Milwaukee Brewers,Keston Hiura,22,2B,Pre-Arb,"$555,000",0.25,
Milwaukee Brewers,Cory Spangenberg,28,2B,Arb 2,"$1,200,000",0.18,
Milwaukee Brewers,Trent Grisham,22,RF,Pre-Arb,"$555,000",0.13,
Milwaukee Brewers,Tyler Saladino,29,SS,Arb 1,"$887,500",0.13,
Milwaukee Brewers,Taylor Williams,27,RP,Pre-Arb,"$563,800",0.12,
Milwaukee Brewers,Devin Williams,24,P,Pre-Arb,"$555,000",0.10,
Milwaukee Brewers,Jacob Nottingham,24,C,Pre-Arb,"$555,000",0.09,
Milwaukee Brewers,Ray Black,29,RP,Pre-Arb,"$555,000",0.09,
Milwaukee Brewers,Jacob Faria,25,RP,Pre-Arb,"$555,000",0.08,United States
Milwaukee Brewers,David Freitas,30,C,Pre-Arb,"$558,500",0.06,
Milwaukee Brewers,Tyler Austin,27,1B,Pre-Arb,"$555,000",0.06,United States
Milwaukee Brewers,Tyrone Taylor,25,CF,Pre-Arb,"$555,000",0.05,
Minnesota Twins,Nelson Cruz,38,DH,Vet,"$14,000,000",11.18,Dominican Republic
Minnesota Twins,Marwin Gonzalez,30,3B,Vet,"$12,000,000",9.58,Venezuela
Minnesota Twins,Jake Odorizzi,29,SP,Arb 3,"$9,500,000",7.58,
Minnesota Twins,Kyle Gibson,31,SP,Arb 3,"$8,125,000",6.49,
Minnesota Twins,Jason Castro,32,C,Vet,"$8,000,000",6.39,
Minnesota Twins,Jonathan Schoop,27,2B,Arb 3,"$7,500,000",5.99,Curacao
Minnesota Twins,Max Kepler,26,CF,Arb 1,"$6,000,000",4.79,Germany
Minnesota Twins,C.J. Cron,29,1B,Arb 2,"$4,800,000",3.83,
Minnesota Twins,Eddie Rosario,27,LF,Arb 1,"$4,190,000",3.35,
Minnesota Twins,Jorge Polanco,25,SS,Pre-Arb,"$3,583,333",2.86,Dominican Republic
Minnesota Twins,Martin Perez,28,SP,Vet,"$3,500,000",2.79,Venezuela
Minnesota Twins,Miguel Sano,26,3B,Arb 1,"$2,650,000",2.12,Dominican Republic
Minnesota Twins,Sam Dyson,31,RP,Arb 3,"$5,000,000",1.31,
Minnesota Twins,Taylor Rogers,28,RP/CL,Arb 1,"$1,525,000",1.22,
Minnesota Twins,Ehire Adrianza,29,SS,Arb 3,"$1,300,000",1.04,Dominican Republic
Minnesota Twins,Trevor May,29,RP,Arb 2,"$900,000",0.72,
Minnesota Twins,Sergio Romo,36,RP,Vet,"$2,500,000",0.70,
Minnesota Twins,Ronald Torreyes,26,2B,Pre-Arb,"$800,000",0.64,Venezuela
Minnesota Twins,Jose Berrios,25,SP,Pre-Arb,"$620,000",0.49,
Minnesota Twins,Mitch Garver,28,C,Pre-Arb,"$575,000",0.46,
Minnesota Twins,Willians Astudillo,27,C,Pre-Arb,"$560,000",0.42,Venezuela
Minnesota Twins,Ryne Harper,30,RP,Pre-Arb,"$555,000",0.42,
Minnesota Twins,Tyler Duffey,28,RP,Pre-Arb,"$555,000",0.36,
Minnesota Twins,Jake Cave,26,RF,Pre-Arb,"$572,500",0.32,
Minnesota Twins,Luis Arraez,22,2B,Pre-Arb,"$555,000",0.29,Venezuela
Minnesota Twins,LaMonte Wade,25,CF,Pre-Arb,"$555,000",0.21,
Minnesota Twins,Trevor Hildenberger,28,RP,Pre-Arb,"$572,500",0.19,
Minnesota Twins,Lewis Thorpe,23,P,Pre-Arb,"$555,000",0.16,Australia
Minnesota Twins,Devin Smeltzer,23,P,Pre-Arb,"$555,000",0.14,
Minnesota Twins,Cody Stashak,25,P,Pre-Arb,"$555,000",0.14,
Minnesota Twins,Fernando Romero,24,RP,Pre-Arb,"$555,000",0.11,Dominican Republic
Minnesota Twins,Randy Dobnak,24,SP,Pre-Arb,"$555,000",0.10,
Minnesota Twins,Kohl Stewart,24,RP,Pre-Arb,"$555,000",0.10,
Minnesota Twins,Brusdar Graterol,20,P,Pre-Arb,"$555,000",0.07,Venezuela
Minnesota Twins,Ian Miller,27,CF,Pre-Arb,"$555,000",0.07,
Minnesota Twins,Ryan LaMarre,30,LF,Pre-Arb,"$555,000",0.05,
Minnesota Twins,Jorge Alcala,23,P,Pre-Arb,"$555,000",0.04,Dominican Republic
New York Mets,Robinson Cano,36,2B,Vet,"$24,000,000",12.94,Dominican Republic
New York Mets,Jacob deGrom,31,SP,Arb 3,"$7,000,000",6.47,
New York Mets,Todd Frazier,33,3B,Vet,"$9,000,000",6.13,
New York Mets,Juan Lagares,30,CF,Arb 4,"$9,000,000",6.13,Dominican Republic
New York Mets,Jed Lowrie,35,2B,Vet,"$6,000,000",5.79,
New York Mets,Wilson Ramos,31,C,Vet,"$6,250,000",5.28,Venezuela
New York Mets,Jeurys Familia,29,RP,Vet,"$6,000,000",4.54,Dominican Republic
New York Mets,Noah Syndergaard,26,SP,Arb 2,"$6,000,000",4.09,
New York Mets,Zack Wheeler,29,SP,Arb 3,"$5,975,000",4.07,
New York Mets,Justin Wilson,31,RP,Vet,"$5,000,000",3.41,
New York Mets,Michael Conforto,26,RF,Arb 1,"$4,025,000",2.74,
New York Mets,Steven Matz,28,SP,Arb 1,"$2,625,000",1.79,
New York Mets,Marcus Stroman,28,SP,Arb 3,"$7,400,000",1.73,
New York Mets,Luis Avilan,29,RP,Vet,"$1,600,000",1.09,Venezuela
New York Mets,Edwin Diaz,25,RP/CL,Pre-Arb,"$607,425",0.41,
New York Mets,Brandon Nimmo,26,CF,Pre-Arb,"$598,285",0.41,
New York Mets,Seth Lugo,29,RP,Pre-Arb,"$591,875",0.40,
New York Mets,Amed Rosario,23,SS,Pre-Arb,"$575,500",0.39,Dominican Republic
New York Mets,J.D. Davis,26,3B,Pre-Arb,"$561,420",0.38,
New York Mets,Pete Alonso,24,1B,Pre-Arb,"$555,000",0.38,
New York Mets,Franklyn Kilome,24,P,Pre-Arb,"$555,000",0.38,Dominican Republic
New York Mets,Dominic Smith,24,1B,Pre-Arb,"$559,320",0.37,
New York Mets,Tomas Nido,25,C,Pre-Arb,"$556,300",0.34,
New York Mets,Luis Guillorme,24,SS,Pre-Arb,"$555,960",0.20,
New York Mets,Drew Gagnon,29,RP,Pre-Arb,"$555,000",0.16,
New York Mets,Tyler Bashlor,26,RP,Pre-Arb,"$555,000",0.15,
New York Mets,Daniel Zamora,26,RP,Pre-Arb,"$555,000",0.14,
New York Mets,Paul Sewald,29,RP/CL,Pre-Arb,"$555,000",0.11,
New York Mets,Brad Brach,33,RP,Vet,"$555,000",0.11,
New York Mets,Rajai Davis,38,CF,Vet,"$555,000",0.11,
New York Mets,Joe Panik,28,2B,Arb 2,"$555,000",0.10,
New York Mets,Chris Mazza,29,RP,Pre-Arb,"$555,000",0.10,United States
New York Mets,Rene Rivera,35,C,Vet,"$555,000",0.08,Puerto Rico
New York Mets,Sam Haggerty,25,2B,Pre-Arb,"$555,000",0.06,
New York Mets,Steve Nogosek,24,P,Pre-Arb,"$555,000",0.06,
New York Mets,Chris Flexen,24,SP,Pre-Arb,"$555,000",0.04,
New York Mets,Donnie Hart,28,RP,Pre-Arb,"$555,000",0.04,
New York Mets,Walker Lockett,25,RP,Pre-Arb,"$555,000",0.03,United States
New York Mets,Corey Oswalt,25,SP,Pre-Arb,"$555,000",0.01,
New York Yankees,Giancarlo Stanton,29,DH,Vet,"$26,000,000",11.66,
New York Yankees,Masahiro Tanaka,30,SP,Vet,"$22,000,000",9.86,Japan
New York Yankees,Aroldis Chapman,31,RP/CL,Vet,"$15,000,000",7.71,Cuba
New York Yankees,J.A. Happ,36,SP,Vet,"$17,000,000",7.62,
New York Yankees,Zack Britton,31,RP,Vet,"$13,000,000",5.83,
New York Yankees,D.J. LeMahieu,30,2B,Vet,"$12,000,000",5.38,
New York Yankees,Didi Gregorius,29,SS,Arb 4,"$11,750,000",5.27,Netherlands
New York Yankees,Adam Ottavino,33,RP,Vet,"$8,000,000",4.04,
New York Yankees,James Paxton,30,SP,Arb 3,"$8,575,000",3.84,
New York Yankees,Edwin Encarnacion,36,DH,Vet,"$20,000,000",3.59,
New York Yankees,C.C. Sabathia,38,SP,Vet,"$8,000,000",3.59,
New York Yankees,Brett Gardner,35,LF,Vet,"$7,500,000",3.36,
New York Yankees,Austin Romine,30,C,Arb 3,"$1,800,000",0.81,
